time, sequence, highest ack, high ack time, last time ack, cwin, one-way-delay, rtt-sample, SRTT, RTT min, Bandwidth (B/s), Receive rate (B/s), Send MTU, pacing packet time(us), nb retrans, nb spurious, cwin blkd, flow blkd, stream blkd, cc_state, cc_param, bw_max, transit, 
0, 1, -1, 0, 0, 15360, 0, 0, 250000, 0, 0, 0, 1252, 1, 0, 0, 0, 0, 0, 0, 250000, 0, 1756,
0, 2, -1, 0, 0, 15360, 0, 0, 250000, 0, 0, 0, 1252, 1, 0, 0, 0, 0, 0, 0, 250000, 0, 3196,
250000, 2, -1, 0, 0, 15360, 0, 0, 250000, 0, 0, 0, 1252, 1, 1, 0, 0, 0, 0, 0, 250000, 0, 3196,
250000, 2, -1, 0, 0, 15360, 0, 0, 250000, 0, 0, 0, 1252, 1, 2, 0, 0, 0, 0, 0, 250000, 0, 3196,
250000, 3, -1, 0, 0, 15360, 0, 0, 250000, 0, 0, 0, 1252, 1, 3, 0, 0, 0, 0, 0, 250000, 0, 3196,
500000, 3, -1, 0, 0, 15360, 0, 0, 250000, 0, 0, 0, 1252, 1, 4, 0, 0, 0, 0, 0, 250000, 0, 3199,
500000, 3, -1, 0, 0, 15360, 0, 0, 250000, 0, 0, 0, 1252, 1, 5, 0, 0, 0, 0, 0, 250000, 0, 3199,
500000, 4, -1, 0, 0, 15360, 0, 0, 250000, 0, 0, 0, 1252, 1, 5, 0, 0, 0, 0, 0, 250000, 0, 3159,
609933, 5, -1, 0, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 1, 0, 0, 0, 0, 250000, 0, 3033,
615769, 5, -1, 0, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 2, 0, 0, 0, 0, 250000, 0, 1959,
615769, 6, -1, 0, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 2, 0, 0, 0, 0, 250000, 0, 2014,
617958, 6, -1, 0, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 2, 0, 0, 0, 0, 250000, 0, 2014,
617958, 7, -1, 0, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 2, 0, 0, 0, 0, 250000, 0, 3266,
617958, 8, -1, 0, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 2, 0, 0, 0, 0, 250000, 0, 4518,
617958, 9, -1, 0, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 2, 0, 0, 0, 0, 250000, 0, 5770,
617958, 10, -1, 0, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 2, 0, 0, 0, 0, 250000, 0, 7022,
617958, 11, -1, 0, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 2, 0, 0, 0, 0, 250000, 0, 8274,
617958, 12, -1, 0, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 2, 0, 0, 0, 0, 250000, 0, 9526,
617958, 13, -1, 0, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 2, 0, 0, 0, 0, 250000, 0, 10778,
617958, 14, -1, 0, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 2, 0, 0, 0, 0, 250000, 0, 12030,
617958, 15, -1, 0, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 2, 0, 0, 0, 0, 250000, 0, 13282,
617958, 16, -1, 0, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 2, 0, 0, 0, 0, 250000, 0, 14534,
617958, 17, -1, 0, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 2, 0, 0, 0, 0, 250000, 0, 15786,
628944, 17, -1, 0, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 2, 1, 0, 0, 0, 250000, 0, 15786,
629363, 17, 0, 629363, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 3, 1, 0, 0, 0, 250000, 0, 15786,
629363, 18, 0, 629363, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1252, 1, 5, 3, 1, 0, 0, 0, 250000, 0, 15841,
634802, 18, 1, 634802, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1440, 1, 5, 4, 1, 0, 0, 0, 250000, 0, 15841,
871664, 18, 2, 871664, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1440, 57182, 5, 4, 1, 0, 0, 0, 250000, 0, 15619,
1124632, 18, 3, 1124632, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1440, 57182, 5, 4, 1, 0, 0, 0, 250000, 0, 14219,
1124632, 19, 3, 1124632, 0, 15360, 0, 609933, 609933, 609933, 0, 0, 1440, 57182, 5, 4, 0, 0, 0, 0, 250000, 0, 15659,
1216607, 19, 5, 1216607, 615769, 15360, 0, 600838, 608797, 600838, 2776, 0, 1440, 57075, 5, 4, 1, 0, 0, 0, 250000, 2776, 15549,
1216607, 20, 5, 1216607, 615769, 15360, 0, 600838, 608797, 600838, 2776, 0, 1440, 57075, 5, 4, 1, 0, 0, 0, 250000, 2776, 15604,
1267020, 20, 10, 1267020, 617958, 15360, 0, 648182, 613720, 600838, 12050, 3158, 1440, 57537, 5, 4, 1, 0, 0, 0, 250000, 122587, 9344,
1267020, 21, 10, 1267020, 617958, 15360, 0, 648182, 613720, 600838, 12050, 3158, 1440, 57537, 5, 4, 0, 0, 0, 0, 250000, 122587, 10784,
1267020, 22, 10, 1267020, 617958, 15360, 0, 648182, 613720, 600838, 12050, 3158, 1440, 57537, 5, 4, 0, 0, 0, 0, 250000, 122587, 12224,
1294092, 23, 10, 1267020, 617958, 15360, 0, 648182, 613720, 600838, 12050, 3158, 1440, 57537, 5, 4, 0, 0, 0, 0, 250000, 122587, 13664,
1317433, 23, 15, 1317433, 617958, 15360, 0, 695939, 623997, 600838, 19992, 3158, 1440, 58500, 5, 4, 0, 0, 0, 0, 250000, 122587, 7404,
1352591, 24, 15, 1317433, 617958, 15360, 0, 695939, 623997, 600838, 19992, 3158, 1440, 58500, 5, 4, 0, 0, 0, 0, 250000, 122587, 8844,
1368676, 24, 17, 1368676, 617958, 15360, 0, 695939, 623997, 600838, 19992, 3158, 1440, 58500, 5, 4, 0, 0, 0, 0, 250000, 122587, 7592,
1411091, 25, 17, 1368676, 617958, 15360, 0, 695939, 623997, 600838, 19992, 3158, 1440, 58500, 5, 4, 0, 0, 0, 0, 250000, 122587, 9032,
1469591, 26, 17, 1368676, 617958, 15360, 0, 695939, 623997, 600838, 19992, 3158, 1440, 58500, 5, 4, 0, 0, 0, 0, 250000, 122587, 10472,
1528091, 27, 17, 1368676, 617958, 15360, 0, 695939, 623997, 600838, 19992, 3158, 1440, 58500, 5, 4, 0, 0, 0, 0, 250000, 122587, 11912,
1586590, 28, 17, 1368676, 617958, 15360, 0, 695939, 623997, 600838, 19992, 3158, 1440, 58500, 5, 4, 0, 0, 0, 0, 250000, 122587, 13352,
1645090, 29, 17, 1368676, 617958, 15360, 0, 695939, 623997, 600838, 19992, 3158, 1440, 58500, 5, 4, 0, 0, 0, 0, 250000, 122587, 14792,
1703590, 30, 17, 1368676, 617958, 15360, 0, 695939, 623997, 600838, 19992, 3158, 1440, 58500, 5, 4, 0, 0, 0, 0, 250000, 122587, 16232,
1746037, 30, 18, 1746037, 617958, 15360, 0, 695939, 623997, 600838, 19992, 3158, 1440, 58500, 5, 4, 0, 0, 0, 0, 250000, 122587, 16177,
1878425, 30, 20, 1878425, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 3158, 1440, 66689, 5, 4, 1, 0, 0, 2, 250000, 122587, 13242,
1878425, 31, 20, 1878425, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 3158, 1440, 66689, 5, 4, 0, 0, 0, 2, 250000, 122587, 14682,
1899411, 31, 21, 1899411, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 1, 0, 0, 2, 250000, 122587, 13242,
1899411, 32, 21, 1899411, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 2, 250000, 122587, 14682,
1915497, 32, 22, 1915497, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 2, 250000, 122587, 13242,
1922884, 33, 22, 1915497, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 2, 250000, 122587, 14682,
1963996, 33, 22, 1915497, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 2, 250000, 122587, 14682,
1989572, 34, 22, 1915497, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 1, 0, 0, 2, 250000, 122587, 14737,
2015188, 34, 23, 2015188, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 2, 250000, 122587, 13297,
2056261, 35, 23, 2015188, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 2, 250000, 122587, 14737,
2073800, 35, 24, 2073800, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 2, 250000, 122587, 13297,
2122949, 36, 24, 2073800, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 2, 250000, 122587, 14737,
2132412, 36, 25, 2132412, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 1, 250000, 122587, 13297,
2189637, 37, 25, 2132412, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 1, 250000, 122587, 14737,
2191024, 37, 26, 2191024, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 1, 250000, 122587, 13297,
2249637, 37, 27, 2249637, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 1, 250000, 122587, 11857,
2256325, 38, 27, 2249637, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 1, 250000, 122587, 13297,
2308249, 38, 28, 2308249, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 1, 250000, 122587, 11857,
2323013, 39, 28, 2308249, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 1, 250000, 122587, 13297,
2366861, 39, 29, 2366861, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 1, 250000, 122587, 11857,
2389702, 40, 29, 2366861, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 1, 250000, 122587, 13297,
2456390, 41, 29, 2366861, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 1, 250000, 122587, 14737,
2499830, 41, 30, 2499830, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 1, 250000, 122587, 13297,
2520816, 41, 31, 2520816, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 1, 250000, 122587, 11857,
2523078, 42, 31, 2520816, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 434, 1440, 66689, 5, 4, 0, 0, 0, 1, 250000, 122587, 13297,
2544289, 42, 32, 2544289, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 1023, 1440, 66689, 5, 4, 0, 0, 0, 1, 250000, 122587, 11857,
2589766, 43, 32, 2544289, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 1023, 1440, 66689, 5, 4, 0, 0, 0, 1, 250000, 122587, 13297,
2656454, 44, 32, 2544289, 1267020, 13440, 0, 611405, 622423, 600838, 15933, 1023, 1440, 66689, 5, 4, 0, 0, 0, 1, 250000, 122587, 14737,
2667666, 44, 34, 2667666, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 1023, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
2722995, 45, 34, 2667666, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 1023, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
2744354, 45, 35, 2744354, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 1023, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
2789536, 46, 35, 2744354, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 1023, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
2811042, 46, 36, 2811042, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 1023, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
2856076, 47, 36, 2811042, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 1023, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
2877730, 47, 37, 2877730, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 1023, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
2922617, 48, 37, 2877730, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 1023, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
2944418, 48, 38, 2944418, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 1023, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
2989157, 49, 38, 2944418, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 1023, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
3011107, 49, 39, 3011107, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 1023, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
3055698, 50, 39, 3011107, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 1023, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
3077795, 50, 40, 3077795, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 1023, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
3122239, 51, 40, 3077795, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 1023, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
3144483, 51, 41, 3144483, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 1023, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
3188779, 52, 41, 3144483, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 1023, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
3211171, 52, 42, 3211171, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
3255320, 53, 42, 3211171, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
3277859, 53, 43, 3277859, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
3321861, 54, 43, 3277859, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
3344400, 54, 44, 3344400, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
3388401, 55, 44, 3344400, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
3410941, 55, 45, 3410941, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
3454942, 56, 45, 3410941, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
3477481, 56, 46, 3477481, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
3521483, 57, 46, 3477481, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
3544022, 57, 47, 3544022, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
3588023, 58, 47, 3544022, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
3610562, 58, 48, 3610562, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
3654564, 59, 48, 3610562, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
3677103, 59, 49, 3677103, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
3721105, 60, 49, 3677103, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
3743644, 60, 50, 3743644, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
3787645, 61, 50, 3743644, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
3810184, 61, 51, 3810184, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
3854186, 62, 51, 3810184, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 742, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
3876725, 62, 52, 3876725, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
3920726, 63, 52, 3876725, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
3933266, 63, 52, 3876725, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
3943266, 63, 53, 3943266, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
3987267, 64, 53, 3943266, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
4009806, 64, 54, 4009806, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
4053808, 65, 54, 4009806, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
4076347, 65, 55, 4076347, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
4120348, 66, 55, 4076347, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
4142888, 66, 56, 4142888, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
4186889, 67, 56, 4142888, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
4209428, 67, 57, 4209428, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
4253430, 68, 57, 4209428, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
4275969, 68, 58, 4275969, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
4319970, 69, 58, 4275969, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
4342510, 69, 59, 4342510, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
4386511, 70, 59, 4342510, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
4409050, 70, 60, 4409050, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
4453052, 71, 60, 4409050, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
4475591, 71, 61, 4475591, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
4519592, 72, 61, 4475591, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 826, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
4542131, 72, 62, 4542131, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
4586133, 73, 62, 4542131, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
4608672, 73, 63, 4608672, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
4652674, 74, 63, 4608672, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
4675213, 74, 64, 4675213, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
4719214, 75, 64, 4675213, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
4741753, 75, 65, 4741753, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
4785755, 76, 65, 4741753, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
4808294, 76, 66, 4808294, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
4852295, 77, 66, 4808294, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
4874835, 77, 67, 4874835, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
4918836, 78, 67, 4874835, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
4941375, 78, 68, 4941375, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
4985377, 79, 68, 4941375, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
5007916, 79, 69, 5007916, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
5044495, 79, 69, 5007916, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 13242,
5051917, 80, 69, 5007916, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
5126243, 80, 70, 5126243, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 1, 0, 0, 1, 250000, 122587, 13242,
5126243, 81, 70, 5126243, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 909, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
5193044, 81, 71, 5193044, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 844, 1440, 66541, 5, 4, 1, 0, 0, 1, 250000, 122587, 13242,
5193044, 82, 71, 5193044, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 844, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
5259845, 82, 72, 5259845, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 844, 1440, 66541, 5, 4, 1, 0, 0, 1, 250000, 122587, 13242,
5259845, 83, 72, 5259845, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 844, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
5326646, 83, 73, 5326646, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 844, 1440, 66541, 5, 4, 1, 0, 0, 1, 250000, 122587, 13242,
5326646, 84, 73, 5326646, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 844, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
5393447, 84, 74, 5393447, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 844, 1440, 66541, 5, 4, 1, 0, 0, 1, 250000, 122587, 13242,
5393447, 85, 74, 5393447, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 844, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
5460248, 85, 75, 5460248, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 844, 1440, 66541, 5, 4, 1, 0, 0, 1, 250000, 122587, 13242,
5460248, 86, 75, 5460248, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 844, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
5527049, 86, 76, 5527049, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 844, 1440, 66541, 5, 4, 1, 0, 0, 1, 250000, 122587, 13242,
5527049, 87, 76, 5527049, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 844, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
5593850, 87, 77, 5593850, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 844, 1440, 66541, 5, 4, 1, 0, 0, 1, 250000, 122587, 13242,
5593850, 88, 77, 5593850, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 844, 1440, 66541, 5, 4, 0, 0, 0, 1, 250000, 122587, 14682,
5660650, 88, 78, 5660650, 2056261, 13440, 0, 611405, 621046, 600838, 23504, 844, 1440, 66541, 5, 4, 1, 0, 0, 1, 250000, 122587, 13242,
